instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
215685381,842521,BANKEX25SEP71000CE,BANKEX,0.0,2025-09-25,71000.0,0.05,30,CE,BFO-OPT,BFO
215755781,842796,BANKEX25SEP71000PE,BANKEX,0.0,2025-09-25,71000.0,0.05,30,PE,BFO-OPT,BFO
215573253,842083,BANKEX25SEP70900PE,BANKEX,0.0,2025-09-25,70900.0,0.05,30,PE,BFO-OPT,BFO
215823365,843060,BANKEX25SEP70900CE,BANKEX,0.0,2025-09-25,70900.0,0.05,30,CE,BFO-OPT,BFO
215583749,842124,BANKEX25SEP70800CE,BANKEX,0.0,2025-09-25,70800.0,0.05,30,CE,BFO-OPT,BFO
215648773,842378,BANKEX25SEP70800PE,BANKEX,0.0,2025-09-25,70800.0,0.05,30,PE,BFO-OPT,BFO
215553029,842004,BANKEX25SEP70700PE,BANKEX,0.0,2025-09-25,70700.0,0.05,30,PE,BFO-OPT,BFO
215801349,842974,BANKEX25SEP70700CE,BANKEX,0.0,2025-09-25,70700.0,0.05,30,CE,BFO-OPT,BFO
215564293,842048,BANKEX25SEP70600CE,BANKEX,0.0,2025-09-25,70600.0,0.05,30,CE,BFO-OPT,BFO
215630341,842306,BANKEX25SEP70600PE,BANKEX,0.0,2025-09-25,70600.0,0.05,30,PE,BFO-OPT,BFO
215533061,841926,BANKEX25SEP70500PE,BANKEX,0.0,2025-09-25,70500.0,0.05,30,PE,BFO-OPT,BFO
215639557,842342,BANKEX25SEP70500CE,BANKEX,0.0,2025-09-25,70500.0,0.05,30,CE,BFO-OPT,BFO
215542789,841964,BANKEX25SEP70400CE,BANKEX,0.0,2025-09-25,70400.0,0.05,30,CE,BFO-OPT,BFO
215610885,842230,BANKEX25SEP70400PE,BANKEX,0.0,2025-09-25,70400.0,0.05,30,PE,BFO-OPT,BFO
215620357,842267,BANKEX25SEP70300CE,BANKEX,0.0,2025-09-25,70300.0,0.05,30,CE,BFO-OPT,BFO
215684357,842517,BANKEX25SEP70300PE,BANKEX,0.0,2025-09-25,70300.0,0.05,30,PE,BFO-OPT,BFO
215591429,842154,BANKEX25SEP70200PE,BANKEX,0.0,2025-09-25,70200.0,0.05,30,PE,BFO-OPT,BFO
215841285,843130,BANKEX25SEP70200CE,BANKEX,0.0,2025-09-25,70200.0,0.05,30,CE,BFO-OPT,BFO
215601925,842195,BANKEX25SEP70100CE,BANKEX,0.0,2025-09-25,70100.0,0.05,30,CE,BFO-OPT,BFO
215666693,842448,BANKEX25SEP70100PE,BANKEX,0.0,2025-09-25,70100.0,0.05,30,PE,BFO-OPT,BFO
215572229,842079,BANKEX25SEP70000PE,BANKEX,0.0,2025-09-25,70000.0,0.05,30,PE,BFO-OPT,BFO
215674629,842479,BANKEX25SEP70000CE,BANKEX,0.0,2025-09-25,70000.0,0.05,30,CE,BFO-OPT,BFO
215571717,842077,BANKEX25SEP69900CE,BANKEX,0.0,2025-09-25,69900.0,0.05,30,CE,BFO-OPT,BFO
215636741,842331,BANKEX25SEP69900PE,BANKEX,0.0,2025-09-25,69900.0,0.05,30,PE,BFO-OPT,BFO
215647493,842373,BANKEX25SEP69800CE,BANKEX,0.0,2025-09-25,69800.0,0.05,30,CE,BFO-OPT,BFO
215711237,842622,BANKEX25SEP69800PE,BANKEX,0.0,2025-09-25,69800.0,0.05,30,PE,BFO-OPT,BFO
215617541,842256,BANKEX25SEP69700PE,BANKEX,0.0,2025-09-25,69700.0,0.05,30,PE,BFO-OPT,BFO
215721477,842662,BANKEX25SEP69700CE,BANKEX,0.0,2025-09-25,69700.0,0.05,30,CE,BFO-OPT,BFO
215629061,842301,BANKEX25SEP69600CE,BANKEX,0.0,2025-09-25,69600.0,0.05,30,CE,BFO-OPT,BFO
215691525,842545,BANKEX25SEP69600PE,BANKEX,0.0,2025-09-25,69600.0,0.05,30,PE,BFO-OPT,BFO
215702533,842588,BANKEX25SEP69500CE,BANKEX,0.0,2025-09-25,69500.0,0.05,30,CE,BFO-OPT,BFO
215771141,842856,BANKEX25SEP69500PE,BANKEX,0.0,2025-09-25,69500.0,0.05,30,PE,BFO-OPT,BFO
215609861,842226,BANKEX25SEP69400CE,BANKEX,0.0,2025-09-25,69400.0,0.05,30,CE,BFO-OPT,BFO
215671813,842468,BANKEX25SEP69400PE,BANKEX,0.0,2025-09-25,69400.0,0.05,30,PE,BFO-OPT,BFO
215681541,842506,BANKEX25SEP69300CE,BANKEX,0.0,2025-09-25,69300.0,0.05,30,CE,BFO-OPT,BFO
215748101,842766,BANKEX25SEP69300PE,BANKEX,0.0,2025-09-25,69300.0,0.05,30,PE,BFO-OPT,BFO
215651589,842389,BANKEX25SEP69200PE,BANKEX,0.0,2025-09-25,69200.0,0.05,30,PE,BFO-OPT,BFO
215761669,842819,BANKEX25SEP69200CE,BANKEX,0.0,2025-09-25,69200.0,0.05,30,CE,BFO-OPT,BFO
215664133,842438,BANKEX25SEP69100CE,BANKEX,0.0,2025-09-25,69100.0,0.05,30,CE,BFO-OPT,BFO
215727365,842685,BANKEX25SEP69100PE,BANKEX,0.0,2025-09-25,69100.0,0.05,30,PE,BFO-OPT,BFO
215739653,842733,BANKEX25SEP69000CE,BANKEX,0.0,2025-09-25,69000.0,0.05,30,CE,BFO-OPT,BFO
215810565,843010,BANKEX25SEP69000PE,BANKEX,0.0,2025-09-25,69000.0,0.05,30,PE,BFO-OPT,BFO
215560965,842035,BANKEX25SEP68900CE,BANKEX,0.0,2025-09-25,68900.0,0.05,30,CE,BFO-OPT,BFO
215765253,842833,BANKEX25SEP68900PE,BANKEX,0.0,2025-09-25,68900.0,0.05,30,PE,BFO-OPT,BFO
215529989,841914,BANKEX25SEP68800PE,BANKEX,0.0,2025-09-25,68800.0,0.05,30,PE,BFO-OPT,BFO
215778053,842883,BANKEX25SEP68800CE,BANKEX,0.0,2025-09-25,68800.0,0.05,30,CE,BFO-OPT,BFO
215539717,841952,BANKEX25SEP68700CE,BANKEX,0.0,2025-09-25,68700.0,0.05,30,CE,BFO-OPT,BFO
215607557,842217,BANKEX25SEP68700PE,BANKEX,0.0,2025-09-25,68700.0,0.05,30,PE,BFO-OPT,BFO
215754757,842792,BANKEX25SEP68600CE,BANKEX,0.0,2025-09-25,68600.0,0.05,30,CE,BFO-OPT,BFO
215826437,843072,BANKEX25SEP68600PE,BANKEX,0.0,2025-09-25,68600.0,0.05,30,PE,BFO-OPT,BFO
215587077,842137,BANKEX25SEP68500PE,BANKEX,0.0,2025-09-25,68500.0,0.05,30,PE,BFO-OPT,BFO
215838469,843119,BANKEX25SEP68500CE,BANKEX,0.0,2025-09-25,68500.0,0.05,30,CE,BFO-OPT,BFO
215598597,842182,BANKEX25SEP68400CE,BANKEX,0.0,2025-09-25,68400.0,0.05,30,CE,BFO-OPT,BFO
215804933,842988,BANKEX25SEP68400PE,BANKEX,0.0,2025-09-25,68400.0,0.05,30,PE,BFO-OPT,BFO
215567365,842060,BANKEX25SEP68300PE,BANKEX,0.0,2025-09-25,68300.0,0.05,30,PE,BFO-OPT,BFO
215817221,843036,BANKEX25SEP68300CE,BANKEX,0.0,2025-09-25,68300.0,0.05,30,CE,BFO-OPT,BFO
215578117,842102,BANKEX25SEP68200CE,BANKEX,0.0,2025-09-25,68200.0,0.05,30,CE,BFO-OPT,BFO
215641605,842350,BANKEX25SEP68200PE,BANKEX,0.0,2025-09-25,68200.0,0.05,30,PE,BFO-OPT,BFO
215545605,841975,BANKEX25SEP68100PE,BANKEX,0.0,2025-09-25,68100.0,0.05,30,PE,BFO-OPT,BFO
215795205,842950,BANKEX25SEP68100CE,BANKEX,0.0,2025-09-25,68100.0,0.05,30,CE,BFO-OPT,BFO
215558149,842024,BANKEX25SEP68000CE,BANKEX,0.0,2025-09-25,68000.0,0.05,30,CE,BFO-OPT,BFO
215623173,842278,BANKEX25SEP68000PE,BANKEX,0.0,2025-09-25,68000.0,0.05,30,PE,BFO-OPT,BFO
215683845,842515,BANKEX25SEP67900CE,BANKEX,0.0,2025-09-25,67900.0,0.05,30,CE,BFO-OPT,BFO
215752709,842784,BANKEX25SEP67900PE,BANKEX,0.0,2025-09-25,67900.0,0.05,30,PE,BFO-OPT,BFO
215590917,842152,BANKEX25SEP67800CE,BANKEX,0.0,2025-09-25,67800.0,0.05,30,CE,BFO-OPT,BFO
215654405,842400,BANKEX25SEP67800PE,BANKEX,0.0,2025-09-25,67800.0,0.05,30,PE,BFO-OPT,BFO
215666437,842447,BANKEX25SEP67700CE,BANKEX,0.0,2025-09-25,67700.0,0.05,30,CE,BFO-OPT,BFO
215731717,842702,BANKEX25SEP67700PE,BANKEX,0.0,2025-09-25,67700.0,0.05,30,PE,BFO-OPT,BFO
215636485,842330,BANKEX25SEP67600PE,BANKEX,0.0,2025-09-25,67600.0,0.05,30,PE,BFO-OPT,BFO
215742213,842743,BANKEX25SEP67600CE,BANKEX,0.0,2025-09-25,67600.0,0.05,30,CE,BFO-OPT,BFO
215647237,842372,BANKEX25SEP67500CE,BANKEX,0.0,2025-09-25,67500.0,0.05,30,CE,BFO-OPT,BFO
215710981,842621,BANKEX25SEP67500PE,BANKEX,0.0,2025-09-25,67500.0,0.05,30,PE,BFO-OPT,BFO
215721221,842661,BANKEX25SEP67400CE,BANKEX,0.0,2025-09-25,67400.0,0.05,30,CE,BFO-OPT,BFO
215790853,842933,BANKEX25SEP67400PE,BANKEX,0.0,2025-09-25,67400.0,0.05,30,PE,BFO-OPT,BFO
215628805,842300,BANKEX25SEP67300CE,BANKEX,0.0,2025-09-25,67300.0,0.05,30,CE,BFO-OPT,BFO
215691013,842543,BANKEX25SEP67300PE,BANKEX,0.0,2025-09-25,67300.0,0.05,30,PE,BFO-OPT,BFO
215702277,842587,BANKEX25SEP67200CE,BANKEX,0.0,2025-09-25,67200.0,0.05,30,CE,BFO-OPT,BFO
215770629,842854,BANKEX25SEP67200PE,BANKEX,0.0,2025-09-25,67200.0,0.05,30,PE,BFO-OPT,BFO
215609605,842225,BANKEX25SEP67100CE,BANKEX,0.0,2025-09-25,67100.0,0.05,30,CE,BFO-OPT,BFO
215671557,842467,BANKEX25SEP67100PE,BANKEX,0.0,2025-09-25,67100.0,0.05,30,PE,BFO-OPT,BFO
215681285,842505,BANKEX25SEP67000CE,BANKEX,0.0,2025-09-25,67000.0,0.05,30,CE,BFO-OPT,BFO
215747845,842765,BANKEX25SEP67000PE,BANKEX,0.0,2025-09-25,67000.0,0.05,30,PE,BFO-OPT,BFO
215570949,842074,BANKEX25SEP66900PE,BANKEX,0.0,2025-09-25,66900.0,0.05,30,PE,BFO-OPT,BFO
215819781,843046,BANKEX25SEP66900CE,BANKEX,0.0,2025-09-25,66900.0,0.05,30,CE,BFO-OPT,BFO
215580677,842112,BANKEX25SEP66800CE,BANKEX,0.0,2025-09-25,66800.0,0.05,30,CE,BFO-OPT,BFO
215784965,842910,BANKEX25SEP66800PE,BANKEX,0.0,2025-09-25,66800.0,0.05,30,PE,BFO-OPT,BFO
215549189,841989,BANKEX25SEP66700PE,BANKEX,0.0,2025-09-25,66700.0,0.05,30,PE,BFO-OPT,BFO
215797253,842958,BANKEX25SEP66700CE,BANKEX,0.0,2025-09-25,66700.0,0.05,30,CE,BFO-OPT,BFO
215560197,842032,BANKEX25SEP66600CE,BANKEX,0.0,2025-09-25,66600.0,0.05,30,CE,BFO-OPT,BFO
215626245,842290,BANKEX25SEP66600PE,BANKEX,0.0,2025-09-25,66600.0,0.05,30,PE,BFO-OPT,BFO
215529733,841913,BANKEX25SEP66500PE,BANKEX,0.0,2025-09-25,66500.0,0.05,30,PE,BFO-OPT,BFO
215777797,842882,BANKEX25SEP66500CE,BANKEX,0.0,2025-09-25,66500.0,0.05,30,CE,BFO-OPT,BFO
215539461,841951,BANKEX25SEP66400CE,BANKEX,0.0,2025-09-25,66400.0,0.05,30,CE,BFO-OPT,BFO
215606789,842214,BANKEX25SEP66400PE,BANKEX,0.0,2025-09-25,66400.0,0.05,30,PE,BFO-OPT,BFO
215617029,842254,BANKEX25SEP66300CE,BANKEX,0.0,2025-09-25,66300.0,0.05,30,CE,BFO-OPT,BFO
215826181,843071,BANKEX25SEP66300PE,BANKEX,0.0,2025-09-25,66300.0,0.05,30,PE,BFO-OPT,BFO
215586565,842135,BANKEX25SEP66200PE,BANKEX,0.0,2025-09-25,66200.0,0.05,30,PE,BFO-OPT,BFO
215837957,843117,BANKEX25SEP66200CE,BANKEX,0.0,2025-09-25,66200.0,0.05,30,CE,BFO-OPT,BFO
215597829,842179,BANKEX25SEP66100CE,BANKEX,0.0,2025-09-25,66100.0,0.05,30,CE,BFO-OPT,BFO
215804421,842986,BANKEX25SEP66100PE,BANKEX,0.0,2025-09-25,66100.0,0.05,30,PE,BFO-OPT,BFO
215566853,842058,BANKEX25SEP66000PE,BANKEX,0.0,2025-09-25,66000.0,0.05,30,PE,BFO-OPT,BFO
215816709,843034,BANKEX25SEP66000CE,BANKEX,0.0,2025-09-25,66000.0,0.05,30,CE,BFO-OPT,BFO
215630085,842305,BANKEX25SEP65900CE,BANKEX,0.0,2025-09-25,65900.0,0.05,30,CE,BFO-OPT,BFO
215694341,842556,BANKEX25SEP65900PE,BANKEX,0.0,2025-09-25,65900.0,0.05,30,PE,BFO-OPT,BFO
215704837,842597,BANKEX25SEP65800CE,BANKEX,0.0,2025-09-25,65800.0,0.05,30,CE,BFO-OPT,BFO
215776005,842875,BANKEX25SEP65800PE,BANKEX,0.0,2025-09-25,65800.0,0.05,30,PE,BFO-OPT,BFO
215610373,842228,BANKEX25SEP65700CE,BANKEX,0.0,2025-09-25,65700.0,0.05,30,CE,BFO-OPT,BFO
215674117,842477,BANKEX25SEP65700PE,BANKEX,0.0,2025-09-25,65700.0,0.05,30,PE,BFO-OPT,BFO
215683589,842514,BANKEX25SEP65600CE,BANKEX,0.0,2025-09-25,65600.0,0.05,30,CE,BFO-OPT,BFO
215752197,842782,BANKEX25SEP65600PE,BANKEX,0.0,2025-09-25,65600.0,0.05,30,PE,BFO-OPT,BFO
215653893,842398,BANKEX25SEP65500PE,BANKEX,0.0,2025-09-25,65500.0,0.05,30,PE,BFO-OPT,BFO
215763717,842827,BANKEX25SEP65500CE,BANKEX,0.0,2025-09-25,65500.0,0.05,30,CE,BFO-OPT,BFO
215665925,842445,BANKEX25SEP65400CE,BANKEX,0.0,2025-09-25,65400.0,0.05,30,CE,BFO-OPT,BFO
215730949,842699,BANKEX25SEP65400PE,BANKEX,0.0,2025-09-25,65400.0,0.05,30,PE,BFO-OPT,BFO
215741445,842740,BANKEX25SEP65300CE,BANKEX,0.0,2025-09-25,65300.0,0.05,30,CE,BFO-OPT,BFO
215813381,843021,BANKEX25SEP65300PE,BANKEX,0.0,2025-09-25,65300.0,0.05,30,PE,BFO-OPT,BFO
215646725,842370,BANKEX25SEP65200CE,BANKEX,0.0,2025-09-25,65200.0,0.05,30,CE,BFO-OPT,BFO
215709957,842617,BANKEX25SEP65200PE,BANKEX,0.0,2025-09-25,65200.0,0.05,30,PE,BFO-OPT,BFO
215720453,842658,BANKEX25SEP65100CE,BANKEX,0.0,2025-09-25,65100.0,0.05,30,CE,BFO-OPT,BFO
215789829,842929,BANKEX25SEP65100PE,BANKEX,0.0,2025-09-25,65100.0,0.05,30,PE,BFO-OPT,BFO
215628549,842299,BANKEX25SEP65000CE,BANKEX,0.0,2025-09-25,65000.0,0.05,30,CE,BFO-OPT,BFO
215689989,842539,BANKEX25SEP65000PE,BANKEX,0.0,2025-09-25,65000.0,0.05,30,PE,BFO-OPT,BFO
215756293,842798,BANKEX25SEP64900CE,BANKEX,0.0,2025-09-25,64900.0,0.05,30,CE,BFO-OPT,BFO
215828485,843080,BANKEX25SEP64900PE,BANKEX,0.0,2025-09-25,64900.0,0.05,30,PE,BFO-OPT,BFO
215589893,842148,BANKEX25SEP64800PE,BANKEX,0.0,2025-09-25,64800.0,0.05,30,PE,BFO-OPT,BFO
215840005,843125,BANKEX25SEP64800CE,BANKEX,0.0,2025-09-25,64800.0,0.05,30,CE,BFO-OPT,BFO
215600645,842190,BANKEX25SEP64700CE,BANKEX,0.0,2025-09-25,64700.0,0.05,30,CE,BFO-OPT,BFO
215807493,842998,BANKEX25SEP64700PE,BANKEX,0.0,2025-09-25,64700.0,0.05,30,PE,BFO-OPT,BFO
215570693,842073,BANKEX25SEP64600PE,BANKEX,0.0,2025-09-25,64600.0,0.05,30,PE,BFO-OPT,BFO
215819269,843044,BANKEX25SEP64600CE,BANKEX,0.0,2025-09-25,64600.0,0.05,30,CE,BFO-OPT,BFO
215579909,842109,BANKEX25SEP64500CE,BANKEX,0.0,2025-09-25,64500.0,0.05,30,CE,BFO-OPT,BFO
215644421,842361,BANKEX25SEP64500PE,BANKEX,0.0,2025-09-25,64500.0,0.05,30,PE,BFO-OPT,BFO
215548677,841987,BANKEX25SEP64400PE,BANKEX,0.0,2025-09-25,64400.0,0.05,30,PE,BFO-OPT,BFO
215796741,842956,BANKEX25SEP64400CE,BANKEX,0.0,2025-09-25,64400.0,0.05,30,CE,BFO-OPT,BFO
215559685,842030,BANKEX25SEP64300CE,BANKEX,0.0,2025-09-25,64300.0,0.05,30,CE,BFO-OPT,BFO
215625477,842287,BANKEX25SEP64300PE,BANKEX,0.0,2025-09-25,64300.0,0.05,30,PE,BFO-OPT,BFO
215528709,841909,BANKEX25SEP64200PE,BANKEX,0.0,2025-09-25,64200.0,0.05,30,PE,BFO-OPT,BFO
215777029,842879,BANKEX25SEP64200CE,BANKEX,0.0,2025-09-25,64200.0,0.05,30,CE,BFO-OPT,BFO
215538949,841949,BANKEX25SEP64100CE,BANKEX,0.0,2025-09-25,64100.0,0.05,30,CE,BFO-OPT,BFO
215605765,842210,BANKEX25SEP64100PE,BANKEX,0.0,2025-09-25,64100.0,0.05,30,PE,BFO-OPT,BFO
215616261,842251,BANKEX25SEP64000CE,BANKEX,0.0,2025-09-25,64000.0,0.05,30,CE,BFO-OPT,BFO
215825925,843070,BANKEX25SEP64000PE,BANKEX,0.0,2025-09-25,64000.0,0.05,30,PE,BFO-OPT,BFO
215638277,842337,BANKEX25SEP63900PE,BANKEX,0.0,2025-09-25,63900.0,0.05,30,PE,BFO-OPT,BFO
215744517,842752,BANKEX25SEP63900CE,BANKEX,0.0,2025-09-25,63900.0,0.05,30,CE,BFO-OPT,BFO
215648261,842376,BANKEX25SEP63800CE,BANKEX,0.0,2025-09-25,63800.0,0.05,30,CE,BFO-OPT,BFO
215713797,842632,BANKEX25SEP63800PE,BANKEX,0.0,2025-09-25,63800.0,0.05,30,PE,BFO-OPT,BFO
215723525,842670,BANKEX25SEP63700CE,BANKEX,0.0,2025-09-25,63700.0,0.05,30,CE,BFO-OPT,BFO
215794693,842948,BANKEX25SEP63700PE,BANKEX,0.0,2025-09-25,63700.0,0.05,30,PE,BFO-OPT,BFO
215629829,842304,BANKEX25SEP63600CE,BANKEX,0.0,2025-09-25,63600.0,0.05,30,CE,BFO-OPT,BFO
215694085,842555,BANKEX25SEP63600PE,BANKEX,0.0,2025-09-25,63600.0,0.05,30,PE,BFO-OPT,BFO
215704325,842595,BANKEX25SEP63500CE,BANKEX,0.0,2025-09-25,63500.0,0.05,30,CE,BFO-OPT,BFO
215775237,842872,BANKEX25SEP63500PE,BANKEX,0.0,2025-09-25,63500.0,0.05,30,PE,BFO-OPT,BFO
215610117,842227,BANKEX25SEP63400CE,BANKEX,0.0,2025-09-25,63400.0,0.05,30,CE,BFO-OPT,BFO
215673605,842475,BANKEX25SEP63400PE,BANKEX,0.0,2025-09-25,63400.0,0.05,30,PE,BFO-OPT,BFO
215683077,842512,BANKEX25SEP63300CE,BANKEX,0.0,2025-09-25,63300.0,0.05,30,CE,BFO-OPT,BFO
